Removed Pin From Net: NetName=RELAY_B Pin=C32-1
Removed Pin From Net: NetName=GND Pin=C32-2
Change Component DesignItemId : Designator=R11 Old DesignItemId=10k_1%_0402 New DesignItemId=10k_1%_0603
Change Component DesignItemId : Designator=R12 Old DesignItemId=10k_1%_0402 New DesignItemId=10k_1%_0603
Change Component DesignItemId : Designator=R15 Old DesignItemId=10k_1%_0402 New DesignItemId=10k_1%_0603
Change Component DesignItemId : Designator=R16 Old DesignItemId=10k_1%_0402 New DesignItemId=10k_1%_0603
Change Component DesignItemId : Designator=R17 Old DesignItemId=10k_1%_0402 New DesignItemId=10k_1%_0603
Change Component DesignItemId : Designator=R19 Old DesignItemId=10k_1%_0402 New DesignItemId=10k_1%_0603
Change Component DesignItemId : Designator=C30 Old DesignItemId=100nF_50V_0402 New DesignItemId=100nF_50V_0603
Change Component DesignItemId : Designator=C31 Old DesignItemId=Cap New DesignItemId=10nF_50V_0603
Change Component DesignItemId : Designator=C32 Old DesignItemId=Cap New DesignItemId=100uF_35v_6.3x5.8
Change Component DesignItemId : Designator=R0 Old DesignItemId=Res1 New DesignItemId=1.0_5%_0402
Change Component DesignItemId : Designator=R22 Old DesignItemId=Res1 New DesignItemId=1.0_5%_0402
Change Component DesignItemId : Designator=R20 Old DesignItemId=Res1 New DesignItemId=1.27k_1%_0402
Change Component DesignItemId : Designator=R18 Old DesignItemId=Res1 New DesignItemId=1k_1%_0603
Change Component DesignItemId : Designator=R10 Old DesignItemId=Res1 New DesignItemId=2.2_1%_0603
Change Component DesignItemId : Designator=R21 Old DesignItemId=Res1 New DesignItemId=2.2_1%_0603
Change Component Footprint: Designator=R0 Old Footprint=AXIAL-0.3 New Footprint=RES_0402_M
Change Component Footprint: Designator=R20 Old Footprint=AXIAL-0.3 New Footprint=RES_0402_M
Change Component Footprint: Designator=R22 Old Footprint=AXIAL-0.3 New Footprint=RES_0402_M
Change Component Footprint: Designator=R18 Old Footprint=AXIAL-0.3 New Footprint=RES_0603
Change Component Footprint: Designator=R10 Old Footprint=AXIAL-0.3 New Footprint=RES_0603_S
Change Component Footprint: Designator=R21 Old Footprint=AXIAL-0.3 New Footprint=RES_0603_S
Change Component Footprint: Designator=C30 Old Footprint=CAP_0402_M New Footprint=CAP_0603
Change Component Footprint: Designator=C31 Old Footprint=RAD-0.3 New Footprint=CAP_0603
Change Component Footprint: Designator=C32 Old Footprint=RAD-0.3 New Footprint=CAPAE7266X66M
Change Component Footprint: Designator=R11 Old Footprint=RES_0402_M New Footprint=RES_0603
Change Component Footprint: Designator=R12 Old Footprint=RES_0402_M New Footprint=RES_0603
Change Component Footprint: Designator=R15 Old Footprint=RES_0402_M New Footprint=RES_0603
Change Component Footprint: Designator=R16 Old Footprint=RES_0402_M New Footprint=RES_0603
Change Component Footprint: Designator=R17 Old Footprint=RES_0402_M New Footprint=RES_0603
Change Component Footprint: Designator=R19 Old Footprint=RES_0402_M New Footprint=RES_0603
Change Component Comment : Designator=R0 Old Comment=1 New Comment=1.0
Change Component Comment : Designator=R22 Old Comment=1 New Comment=1.0
Change Component Comment : Designator=R10 Old Comment=2.5 New Comment=2.2
Change Component Comment : Designator=R21 Old Comment=2.5 New Comment=2.2
Change Component Comment : Designator=C31 Old Comment=Cap New Comment=10nF
Change Component Comment : Designator=C32 Old Comment=Cap New Comment=100uF
Change Component Comment : Designator=R20 Old Comment=Res1 New Comment=1.27k
Change Component Comment : Designator=R18 Old Comment=Res1 New Comment=1k
Change Component Description : Designator=C32 Old Description=Capacitor New Description=Capacitor 35v 100uF 6.3mm
Change Component Description : Designator=C31 Old Description=Capacitor New Description=CAP CER 10000PF 50V 10% X7R 0603
Change Component Description : Designator=C30 Old Description=CAP CER 100NF 50V 20% X5R 0402 New Description=CAP CER 0.1UF 50V 20% X7R 0603
Change Component Description : Designator=R0 Old Description=Resistor New Description=RES SMD 1.0 OHM 5% 1/10W 0402
Change Component Description : Designator=R22 Old Description=Resistor New Description=RES SMD 1.0 OHM 5% 1/10W 0402
Change Component Description : Designator=R20 Old Description=Resistor New Description=RES SMD 1.27k OHM 1% 1/10W 0402
Change Component Description : Designator=R18 Old Description=Resistor New Description=RES SMD 1K OHM 1% 1/10W 0603
Change Component Description : Designator=R10 Old Description=Resistor New Description=RES SMD 2.2 OHM 1% 1/10W 0603
Change Component Description : Designator=R21 Old Description=Resistor New Description=RES SMD 2.2 OHM 1% 1/10W 0603
Change Component Description : Designator=R11 Old Description=RES SMD 10K OHM 1% 1/10W 0402 New Description=RES SMD 10K OHM 1% 1/10W 0603
Change Component Description : Designator=R12 Old Description=RES SMD 10K OHM 1% 1/10W 0402 New Description=RES SMD 10K OHM 1% 1/10W 0603
Change Component Description : Designator=R15 Old Description=RES SMD 10K OHM 1% 1/10W 0402 New Description=RES SMD 10K OHM 1% 1/10W 0603
Change Component Description : Designator=R16 Old Description=RES SMD 10K OHM 1% 1/10W 0402 New Description=RES SMD 10K OHM 1% 1/10W 0603
Change Component Description : Designator=R17 Old Description=RES SMD 10K OHM 1% 1/10W 0402 New Description=RES SMD 10K OHM 1% 1/10W 0603
Change Component Description : Designator=R19 Old Description=RES SMD 10K OHM 1% 1/10W 0402 New Description=RES SMD 10K OHM 1% 1/10W 0603
Change Component Library : Designator=C31 Old Library=Miscellaneous Devices.IntLib New Library=Capacitors.SchLib
Change Component Library : Designator=C32 Old Library=Miscellaneous Devices.IntLib New Library=Capacitors.SchLib
Change Component Library : Designator=R0 Old Library=Miscellaneous Devices.IntLib New Library=Resistors.SchLib
Change Component Library : Designator=R10 Old Library=Miscellaneous Devices.IntLib New Library=Resistors.SchLib
Change Component Library : Designator=R18 Old Library=Miscellaneous Devices.IntLib New Library=Resistors.SchLib
Change Component Library : Designator=R20 Old Library=Miscellaneous Devices.IntLib New Library=Resistors.SchLib
Change Component Library : Designator=R21 Old Library=Miscellaneous Devices.IntLib New Library=Resistors.SchLib
Change Component Library : Designator=R22 Old Library=Miscellaneous Devices.IntLib New Library=Resistors.SchLib
Change component parameters: Designator = "L3"; Footprint = "0402-A"; UniqueID = "\CEXBMJJR"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Code_IEC"; Value = "1005"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Code_JEITA"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "29-May-2009"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "IPC-7351 Footprint Added."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Chip Inductor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "0402-A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "4.44uH"; VariantName = "[No Variations]"
Change component parameters: Designator = "R11"; Footprint = "RES_0603"; UniqueID = "\WOXVHGXU"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Category"; Value = "Resistors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ3EKF1002V+7+WW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ3EKF1002V+7+WW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Panasonic Electronic Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "ERJ-3EKF1002V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.14, 50=0.0206, 100=0.0157, 250=0.01164, 500=0.0086, 1000=0.00574, 2500=0.00484 (CAD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Resistance (Ohms)"; Value = "10k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "7554180"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "P10.0KHCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Change component parameters: Designator = "R12"; Footprint = "RES_0603"; UniqueID = "\ALSMUYIK"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Category"; Value = "Resistors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ3EKF1002V+7+WW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ3EKF1002V+7+WW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Panasonic Electronic Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "ERJ-3EKF1002V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.14, 50=0.0206, 100=0.0157, 250=0.01164, 500=0.0086, 1000=0.00574, 2500=0.00484 (CAD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Resistance (Ohms)"; Value = "10k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "RoHS Compliant"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
